GENERAL LOCATION LONG,SITE_NAME,ENTRY COMPLETE (Yes or No),DEPLOYED? ACTIVELY COLLECTING DATA? (yes or no),AGENCY,PERSON ACCOUNTABLE,RIVER_KM(RKM),GATE_TYPE,INSTRUMENT_SERIAL_NO.,SYSTEM_MAKE,SYSTEM_MODEL,FILENAME,FIRMWARE_VERSION ,AUTO(A)_OR_REALTIME(RT) ,MODEM_IP_ADDRESS,HYDROPHONE_LATITUDE,HYDROPHONE_LONGITUDE,SHORE_POINT_LATITUDE,SHORE_POINT_LONGITUDE,RECEIVER_CLOCK_TIME_SYSTEM,BattStart_DateTime,DAYS_SINCE_POWER_UP,IN_WATER_DATETIME,OUT_WATER_DATETIME,BOTTOM_DEPTH(M),BOTTOM_DEPTH (FT),HYDROPHONE_DEPTH(M),HYDROPHONE_DEPTH(FT),BEACON_TAG_ID (Dec format),BEACON_PRI (SECS),BEACON_LAT,BEACON_LONG,BEACON_TAG_IN_WATER_DATE,BEACON_TAG_OUT_WATER_DATE,MOORING_METHOD,DEPLOYED_BY,RECOVERED_BY,JUSTIFICATION,EXPECTED_STUDY_DURATION,FUNDING_SOURCE,SPECIES_TAGGED,NOTES_DEPLOYMENT_RECOVERY_DATA ,,
Abv_WoodsonBr,Woodson1,Y,N,USFWS,Poytress,425.149,S,16049,ATS,SR3000,16049___220314_071027.csv,2.82,A,,39.92006,-122.08468,39.92006,-122.08445,PST,03/14/2022 7:10,100,3/14/2022 9:16:00,5/15/2022 7:57:00,5.5,18.0,4.9,16.1,,,39.92006,-122.08445,3/14/2022 9:16:00,5/15/2022 7:57:00,Shore Cable,"CCP, AD","AD, CCP",RSM,100,USBR-CAT,CS,Daylight Savings 03/13/2022; Test tag A39A applied and detected at start up 03/14/2022 07:42; Test tag A39A applied and detected prior to deployment 05/14/2022 09:06; Flashing when recovered; Test tag A425 applied and detected at recovery 05/15/2022 08:02,,
Abv_WoodsonBr,Woodson1,Y,N,USFWS,Poytress,425.149,S,17093,ATS,SR3001,SR17093_220513_142448.csv,6.41,A,,39.92006,-122.08468,39.92006,-122.08445,PST,05/13/2022 14:24,100,5/15/2022 8:15:00,7/11/2022 7:30:00,5.5,18.0,4.9,16.1,,,39.92006,-122.08445,5/15/2022 8:15:00,7/11/2022 7:30:00,Shore Cable,"CCP, AD","DR, LL",RSM,100,USBR-CAT,CS,Test tag A425 applied and detected at start up 05/15/2022 07:59; Test tag A425 applied and detected prior to deployment 05/15/2022 07:59; Flashing when recovered; Test tag not applied during post recovery 07/11/2022.,,
Abv_WoodsonBr,Woodson1,Y,N,USFWS,Poytress,425.149,S,20130,ATS,SR3001,SR20130_211206_145513.csv,6.43,A,,39.92002,-122.08463,39.92006,-122.08445,PST,12/06/2021 14:58,100,12/8/2021 10:37:00,3/14/2022 8:59:00,6.4,21.0,5.6,18.4,,,39.92006,-122.08445,12/8/2021 10:37:00,3/14/2022 8:59:00,Shore Cable,"DR, AD","AD, CCP",RSM,100,USBR-CAT,CS,Test tag A376 applied and detected at startup 12/06/2021 15:11; Test tag A3B5 applied and detected prior to deployment 12/08/2021 10:28; Not flashing when recovered; Receiver stopped recording data 02/24/2022 23:09 due to low battery - battery lasted only,,
Abv_Otter_Island,AbvOtter1RT,Y,N,USFWS,Poytress,419.6,S,187031,Teknologic,SSR,,,RT,,39.8832,-122.06377,39.883235,-122.063346,PST,03/04/2022 15:04,,3/4/2022 15:04:00,6/13/2022 9:00:00,4.1,13.5,3.5,11.5,31,63.1,39.883235,-122.063346,3/4/2022 15:04:00,6/13/2022 9:00:00,Shore Cable,"LL, ST",DR,RSM,,USBR-CAT,CS,,,
Abv_Otter_Island,AbvOtter2RT,Y,N,USFWS,Poytress,419.398,S,187036,Teknologic,SSR,,,RT,,39.88199,-122.06448,39.881957,-122.064342,PST,03/04/2022 13:54,,3/4/2022 13:54:00,6/13/2022 10:30:00,4.5,14.8,3.9,12.8,36,63.6,39.881957,-122.064342,3/4/2022 13:54:00,6/13/2022 10:30:00,Shore Cable,"LL, ST",DR,RSM,,USBR-CAT,CS,,,
Abv_Otter_Island,Abv_Otter_Island3,Y,N,USFWS,Poytress,419.395,S,2000044,Lotek,WHS4350S,L2022_2000044.R2.JST,8.6,A,,39.88356,-122.06345,39.88359,-122.06327,PST,04/28/2022 7:48,100,4/28/2022 11:02:00,6/14/2022 12:10:00,4.0,13.1,3.4,11.2,44,30,39.88359,-122.06327,4/28/2022 11:02:00,6/14/2022 12:10:00,Shore Cable,"LL, ST","DR, SV",RSM,100,USBR-CAT,CS,Receiver was deployed in support of Teknologic SSR real time receivers 187031 and 187036 which had continuous reset and data transmission problems throughout initial deployments; Test tag A39A applied and detected at start up 04/28/2022 07:53; Test tag A3,,
GCID_abv,AbvGCID1,Y,N,USFWS,Poytress,406.119,S,16056,ATS,SR3000,16056___220310_075218.csv,2.82,A,,39.80731,-122.05857,39.80744,-122.05856,PST,03/10/2022 7:50,100,3/10/2022 12:09:00,5/17/2022 8:45:00,2.1,6.9,1.6,5.3,,,39.80744,-122.05856,3/10/2022 12:09:00,5/17/2022 8:45:00,Shore Cable,"AD, LL","DR, JW",RSM,100,USBR-CAT,CS,Test tag A376 applied and detected at startup 03/10/2022 07:58; Test tag A376 applied and detected prior to deployment 03/10/2022 12:01; Receiver flashing when recovered; Test tag A425 applied and detected at recovery 08:48; Test tag A3EA applied and dete,,
GCID_abv,AbvGCID1,Y,N,USFWS,Poytress,406.119,S,19017,ATS,SR3001,SR19017_220516_115034.csv,6.26,A,,39.80732,-122.05865,39.80744,-122.05856,PST,05/16/2022 11:56,100,5/17/2022 9:16:00,7/21/2022 8:56:00,3.4,11.2,2.4,7.9,,,39.80744,-122.05856,5/17/2022 9:16:00,7/21/2022 8:56:00,Shore Cable,"JW, DR","AD, LL",RSM,100,USBR-CAT,CS,Test tag A425 applied and detected at start up 05/16/2022 12:04; Replaced rusty crosby attaching weights to main anchor cable; Test tag A425 applied and detected prior to deployment 05/17/202 09:16; Test tag A3EA applied and detected at recovery 07/21/202,,
GCID_abv,AbvGCID1,Y,N,USFWS,Poytress,406.119,S,19044,ATS,SR3001,SR19044_211207_083925.csv,6.4,A,,39.80731,-122.05865,39.80744,-122.05856,PST,12/07/2021 8:38,100,12/9/2021 11:54:00,3/10/2022 11:52:00,1.8,5.9,1.0,3.3,,,39.80744,-122.05856,12/9/2021 11:54:00,3/10/2022 11:52:00,Shore Cable,"DR, KS","AD, LL",RSM,100,USBR-CAT,CS,Will need to lengthen cable to attempt to get receiver into deeper water during low flow; Test tag A3B5 applied and detected at start up 12/07/2021 08:58; Test tag A3B5 applied and detected prior to deployment 12/09/2021 11:50; Solid yelllow/red/green LED,,
GCID_abv,AbvGCID2,Y,N,USFWS,Poytress,406.118,S,16057,ATS,SR3000,16057___220310_081057.csv,2.83,A,,39.80608,-122.05826,39.80611,-122.05835,PST,03/10/2022 8:07,100,3/10/2022 12:18:00,5/17/2022 9:24:00,5.6,18.4,5.0,16.4,,,39.80611,-122.05835,3/10/2022 12:18:00,5/17/2022 9:24:00,Shore Cable,"AD, LL","DR, JW",RSM,100,USBR-CAT,CS,Test tag A376 applied and detected at start up 03/10/2022 08:13; Test tag A376 applied and detected prior to deployment 03/10/2022 12:20; Receiver flashing when recovered; Test tag A425 applied and detected at recovery 05/17/2022 09:27; Test tag A3EA appl,,
GCID_abv,AbvGCID2,Y,N,USFWS,Poytress,406.118,S,17033,ATS,SR3000,17033___220516_112036.csv,4.1,A,,39.80622,-122.0583,39.80611,-122.05835,PST,05/16/2022 11:20,100,5/17/2022 9:40:00,7/21/2022 8:39:00,5.7,18.7,5.2,17.1,,,39.80611,-122.05835,5/17/2022 9:40:00,7/21/2022 8:39:00,Shore Cable,"DR, JW","AD, LL",RSM,100,USBR-CAT,CS,Test tag A425 applied and detected at start up 05/16/2022 11:34; Test tag A425 applied and detected prior to deployment 05/17/2022 09:32; Test tag A3EA applied and detected during recovery 07/21/2022 08:44; Test tag A44B applied and detected during post r,,
GCID_abv,AbvGCID2,Y,N,USFWS,Poytress,406.118,S,2000004,Lotek,WHS4350S,L2022_2000004.R1.JST,8.1,A,,39.80614,-122.05826,39.80611,-122.05835,PST,12/09/2021 8:17,100,12/9/2021 12:10:00,3/10/2022 12:15:00,5.0,16.4,4.2,13.8,4,30,39.80611,-122.05835,12/9/2021 12:10:00,3/10/2022 12:15:00,Shore Cable,"KS, DR","LL, AD",RSM,100,USBR-CAT,CS,During startup Beacon Interval set to 30 sec and False Positive Filter set to On; batteries died 02/15/2022 after only 68 days; Test tag A3B5 detected at start up 12/09/2021 08:36 and prior to deployment 12/09/2021 12:06; receiver was not flashing when re,,
GCID_blw,BlwGCID1,Y,N,USFWS,Poytress,404.429,S,16043,ATS,SR3000,16043___220310_081323.csv,2.82,A,,39.79184,-122.03671,39.79211,-122.03658,PST,03/10/2022 8:10,100,3/10/2022 11:40:00,5/17/2022 9:56:00,1.4,4.6,0.8,2.6,,,39.79211,-122.03658,3/10/2022 11:40:00,5/17/2022 9:56:00,Shore Cable,"AD, LL","DR, JW",RSM,100,USBR-CAT,CS,Test tag A376 applied and detected at start up 03/10/2022 08:15; Test tag A376 applied and detected prior to deployment 05/18/2022 11:33; Receiver flashing when recovered; Test tag A425 applied and detected at recovery 05/17/2022 09:59; Test tag A3EA appl,,
GCID_blw,BlwGCID1,Y,N,USFWS,Poytress,404.429,S,20133,ATS,SR3001,SR20133_220516_111456.csv,6.43,A,,39.7918,-122.03654,39.79211,-122.03658,PST,05/16/2022 11:18,100,5/17/2022 10:18:00,7/21/2022 8:21:00,1.6,5.3,1.4,4.6,,,39.79211,-122.03658,5/17/2022 10:18:00,7/21/2022 8:21:00,Shore Cable,"DR, JW","AD, LL",RSM,100,USBR-CAT,CS,Test tag A425 applied and detected at start up 05/16/2022 11:34; While on shelf after start up and prior to deployment receiver was detecting G72002BA3 every 30 seconds - source is unknown no tag 002B was present to my knowledge; Test tag A425 applied an,,
GCID_blw,BlwGCID1,Y,N,USFWS,Poytress,404.429,S,2000041,Lotek,WHS4350S,L2022_2000041.R1.JST,8.6,A,,39.79185,-122.03661,39.79211,-122.03658,PST,12/09/2021 8:16,100,12/9/2021 12:25:00,3/10/2022 11:26:00,1.5,4.9,0.7,2.3,41,30,39.79211,-122.03658,12/9/2021 12:25:00,3/10/2022 11:26:00,Shore Cable,"DR, KS","LL, AD",RSM,100,USBR-CAT,CS,During startup Beacon Interval set to 30 sec and False Positive Filter set to On; batteries died 02/16/2022 after only 69 days; Test tag A3B5 detected at start up 12/09/2021 08:40 but not prior to deployment 12/09/2021 (test tag not applied long enough?);,,
GCID_blw,BlwGCID2,Y,N,USFWS,Poytress,404.428,S,16051,ATS,SR3000,16051___220310_075147.csv,2.83,A,,39.79039,-122.03515,39.79024,-122.03549,PST,03/10/2022 7:50,100,3/10/2022 11:21:00,5/17/2022 10:26:00,1.2,3.9,0.6,2.0,,,39.79024,-122.03549,3/10/2022 11:21:00,5/17/2022 10:26:00,Shore Cable,"AD, LL","DR, JW",RSM,100,USBR-CAT,CS,Very small file size but data appears complete - only one break in data during deployment that lasted 24 sec. Test tag A376 applied and detected at start up 03/10/2022 08:02; Test tag A376 applied and detected prior to deployment 03/10/2022 11:12; Receive,,
GCID_blw,BlwGCID2,Y,N,USFWS,Poytress,404.428,S,20132,ATS,SR3001,SR20132_211207_083557.csv,6.43,A,,39.79031,-122.03511,39.79024,-122.03549,PST,12/07/2021 8:38,100,12/9/2021 12:35:00,3/11/2022 11:07:00,1.5,4.9,0.9,3.0,,,39.79024,-122.03549,12/9/2021 12:35:00,3/11/2022 11:07:00,Shore Cable,"DR, KS","AD, LL",RSM,100,USBR-CAT,CS,Test tag A3B5 applied and detected during start up 12/07/2021 08:56; Test tag A3B5 applied and detected prior to deployment 12/09/2021 12:32; Not flashing when recovered; Partail data - battery died 02/28/2022 08:09 - battery lasted only 83 days; During p,,
GCID_blw,BlwGCID2,Y,N,USFWS,Poytress,404.428,S,1900004,Lotek,WHS4350S,L2022_1900004.R2.JST,8,A,,39.79047,-122.0353,39.79024,-122.03549,PST,05/14/2022 17:50,100,5/17/2022 10:44:00,7/21/2022 8:06:00,1.3,4.3,1.0,3.3,4,30,39.79024,-122.03549,5/17/2022 10:44:00,7/21/2022 8:06:00,Shore Cable,"DR, AD","AD, LL",RSM,100,USBR-CAT,CS,Test tag A425 applied and detected at start up 05/14/2022 18:02; Test tag A425 applied and detected prior to deployment 05/17/2022 10:31; Test tag A3EA applied and detected during recovery 07/21/2022 08:04; Test tag A44B applied and detected during post r,,
Blw_IrvineFinch,IrvFnch2,Y,N,USFWS,Poytress,394.669,S,16047,ATS,SR3000,16047___220310_075459.csv,2.83,A,,39.7314,-121.97484,39.73127,-121.974883,PST,03/10/2022 7:50,100,3/10/2022 10:45:00,5/17/2022 11:18:00,5.5,18.0,4.9,16.1,,,39.73127,-121.974883,3/10/2022 10:45:00,5/17/2022 11:18:00,Shore Cable,"AD, LL","DR, JW",RSM,100,USBR-CAT,CS,Test tag A376 applied and detected 3/10/22 07:55; Test tagA376 applied and detected prior to deployment 03/10/2022 10:42; Flashing when recovered; Test tag A425 applied and detected at recovery 05/17/2022 11:22; Test tag A3EA applied and detected during p,,
Blw_IrvineFinch,IrvFnch2,Y,N,USFWS,Poytress,394.669,S,20129,ATS,SR3001,SR20129_211206_150146.csv,6.43,A,,39.73138,-121.97467,39.73127,-121.974883,PST,12/06/2021 14:58,100,12/9/2021 14:12:00,3/10/2022 10:31:00,5.6,18.4,4.8,15.8,,,39.73127,-121.974883,12/9/2021 14:12:00,3/10/2022 10:31:00,Shore Cable,"DR, KS","AD, LL",RSM,100,USBR-CAT,CS,Test tag A376 applied and detected at start up 12/06/2021 15:16; Test tag A3B5 applied and detected prior to deployment 12/09/2021 14:10; Not flashing when recovered 03/10/2022 10:31; Partial data - battery died 02/25/2022 20:39 - battery lasted 81 days;,,
Blw_IrvineFinch,IrvFnch2,Y,N,USFWS,Poytress,394.669,S,20134,ATS,SR3001,SR20134_220516_111450.csv,6.43,A,,39.73143,-121.97485,39.73127,-121.974883,PST,05/16/2022 11:18,100,5/17/2022 11:30:00,7/21/2022 7:37:00,5.7,18.7,5.1,16.7,,,39.73127,-121.974883,5/17/2022 11:30:00,7/21/2022 7:37:00,Shore Cable,"DR, JW","AD, LL",RSM,100,USBR-CAT,CS,Test tag A425 applied and detected at start up 05/16/2022 11:33; Test tag A425 applied and detected prior to deployment 05/17/2022 11:26; Test tag A3EA applied and detected at recovery 07/21/2022 07:43; Test tag A44B applied and detected during post recov,,
Blw_IrvineFinch,IrvFnch1,Y,N,USFWS,Poytress,394.668,S,1900003,Lotek,WHS4350S,L2022_1900003.R1.JST,8,A,,39.73166,-121.9733,39.73146,-121.9734,PST,12/09/2021 8:19,100,12/9/2021 14:20:00,3/10/2022 10:02:00,5.5,18.0,5.8,19.0,3,30,39.73146,-121.9734,12/9/2021 14:20:00,3/10/2022 10:02:00,Shore Cable,"DR, KS","LL, AD",RSM,100,USBR-CAT,CS,During startup Beacon Interval set to 30 sec and False Positive Filter set to On; batteries died 02/22/2022 after only 75 days; Test tag A3B5 detected at start up 12/09/2021 08:45 and prior to deployment 12/09/2021 14:17; receiver was flashing when recove,,
Blw_IrvineFinch,IrvFnch1,Y,N,USFWS,Poytress,394.668,S,2000039,Lotek,WHS4350S,L2022_2000039.R2.JST,8.6,A,,39.73162,-121.97331,39.73146,-121.9734,PST,03/10/2022 8:24,100,3/10/2022 10:18:00,5/17/2022 11:34:00,5.5,18.0,5.2,17.1,39,30,39.73146,-121.9734,3/10/2022 10:18:00,5/17/2022 11:34:00,Shore Cable,"AD, LL","DR, JW",RSM,100,USBR-CAT,CS,Test tag A39A applied and detected at start up 03/10/2022 08:30:17; Test tag A376 applied but not detected prior to deployment 03/10/2022 10:08 - most likely not applied for long enough time; Flashing when recovered; Test tag A425 applied but not detected,,
Blw_IrvineFinch,IrvFnch1,Y,N,USFWS,Poytress,394.668,S,2000043,Lotek,WHS4350S,L2022_2000043.R3.JST,8.6,A,,39.73165,-121.97337,39.73146,-121.9734,PST,05/16/2022 10:09,100,5/17/2022 11:44:00,7/21/2022 7:25:00,5.9,19.4,5.3,17.4,43,30,39.73146,-121.9734,5/17/2022 11:44:00,7/21/2022 7:25:00,Shore Cable,"DR, JW","AD, LL",RSM,100,USBR-CAT,CS,Test tag A425 applied and detected at start up 05/16/2022 10:26:23; Test tag A425 applied and detected prior to deployment 05/17/2022 11:41; Test tag A3EA applied but not detected at recovery 07/21/2022 07:26; Test tag A3EA applied and detected during pos,,
Abv_Ord,Ord_RL,Y,N,USFWS,Poytress,371.699,S,18149,ATS,SR3001,SR18149_211207_083824.csv,6.23,A,,39.63445,-121.98965,39.634439,-121.989522,PST,12/07/2021 8:39,100,12/15/2021 10:25:00,3/9/2022 13:12:00,2.4,7.9,1.6,5.3,,,39.634439,-121.989522,12/15/2021 10:25:00,3/9/2022 13:12:00,Shore cable,"DR, LL","AD, JW",RSM,100,USBR-CAT,CS,Test tag A3B5 applied and detected during start up; Test tag A3B5 applied and detected prior to deployment 12/15/2021 10:16; Test tag A376 applied at recovery 03/09/2022 13:15 but not detected; Battery too low during post recovery to communicate to PC wit,,
Abv_Ord,Ord_RL,Y,N,USFWS,Poytress,371.699,S,19041,ATS,SR3001,SR19041_220307_112828.csv,6.4,A,,39.63444,-121.98952,39.634439,-121.989522,PST,03/07/2022 11:28,100,3/9/2022 13:20:00,5/18/2022 9:22:00,5.2,17.1,4.6,15.1,,,39.634439,-121.989522,3/9/2022 13:20:00,5/18/2022 9:22:00,Shore Cable,"AD, JW","AD, JW",RSM,100,USBR-CAT,CS,Test Tag A376 applied and detected at start up 03/07/2022 11:41; Test tag A376 applied and detected prior to deployment 03/09/2022 13:17; Test tag A425 applied and detected at recovery 05/18/2022 09:22; Test tag A425 applied and detected during post recov,,
Abv_Ord,Ord_RL,Y,N,USFWS,Poytress,371.699,S,19054,ATS,SR3001,SR19054_220516_104743.csv,6.41,A,,39.63449,-121.9897,39.634439,-121.989522,PST,05/16/2022 10:48,100,5/18/2022 9:29:00,7/14/2022 9:04:00,5.8,19.0,5.2,17.1,,,39.634439,-121.989522,5/18/2022 9:29:00,7/14/2022 9:04:00,Shore Cable,"AD, JW","AD, LL",RSM,100,USBR-CAT,CS,Test Tag A425 applied and detected at start up 05/16/2022 11:05; Test tag A425 applied but not detected prior to deployment 05/18/2022 09:25; Test tag A3EA applied and detected at recovery 07/14/2022 09:09; Tilt of receiver remained at 31° during deployme,,
Abv_Ord,Ord_RR,Y,N,USFWS,Poytress,371.359,S,17118,ATS,SR3000,17118___220516_105148_recovered.csv,4.1,A,,39.63328,-121.99322,39.63343,-121.99325,PST,05/16/2022 10:52,100,5/18/2022 9:53:00,6/7/2022 18:50:00,2.0,6.6,1.4,4.6,,,39.63343,-121.99325,5/18/2022 9:53:00,6/7/2022 18:50:00,Shore cable,"AD, JW","AD, LL",RSM,100,USBR-CAT,CS,Test tag A425 applied and detected at start up 05/16/2022 11:00; Added 10m of cable to existing cable to get receiver to deeper water; Test tag A425 applied and detected prior to deployment 05/18/2022 09:46; At time of recovery receiver was found out of w,,
Abv_Ord,Ord_RR,Y,N,USFWS,Poytress,371.359,S,18140,ATS,SR3001,SR18140_211206_145831.csv,6.23,A,,39.6339,-121.99319,39.63343,-121.99325,PST,12/06/2021 14:58,100,12/15/2021 10:41:00,3/9/2022 13:27:00,2.1,6.9,1.5,4.9,,,39.63343,-121.99325,12/15/2021 10:41:00,3/9/2022 13:27:00,Shore cable,"DR, LL","AD, JW",RSM,100,USBR-CAT,CS,Test tag A376 applied and detected during start up 12/06/2021 15:05; Test tag A3B5 applied and detected prior to deployment 12/15/2021 10:16; Receiver was found with hydrophone out of water at recovery 03/09/2022 13:15 and not flashing; Battery died 02/15,,
Abv_Ord,Ord_RR,Y,N,USFWS,Poytress,371.359,S,2000040,Lotek,WHS4350S,L2022_2000040.R1.JST,8.6,A,,39.63345,-121.99325,39.63343,-121.99325,PST,03/07/2022 13:30,100,3/9/2022 13:58:00,5/18/2022 9:37:00,1.5,4.9,1.2,3.9,,,39.63343,-121.99325,3/9/2022 13:58:00,5/18/2022 9:37:00,Shore Cable,"AD, JW","AD, JW",RSM,100,USBR-CAT,CS,Received low battery warning in data viewer - stopped start up to check batteries - restarted and battery = 3.28v; Test tag A376 was applied and detected at start up 03/07/2022 14:16:22; Test tag A376 applied but not detected prior to deployment 03/09/,,
BlwOrd,BlwOrd3,Y,N,USFWS,Poytress,361.729,S,2000001,Lotek,WHS4350S,L2022_2000001.R3.JST,8.1,A,,39.56518,-122.00163,39.56516,-122.00173,PST,05/16/2022 10:09,100,5/18/2022 8:50:00,7/14/2022 8:32:00,6.4,21.0,5.8,19.0,1,30,39.56516,-122.00173,5/18/2022 8:50:00,7/14/2022 8:32:00,Shore Cable,"AD, JW","AD, LL",RSM,100,USBR-CAT,CS,Test tag A425 applied and detected at start up 05/16/2022 10:32:05; Test tag A425 applied and detected prior to deployment 05/18/2022 08:43; Test tag A3EA applied and detected during post recovery 07/15/2022 09:48 and again 10:43.,,
BlwOrd,BlwOrd3,Y,N,USFWS,Poytress,361.729,S,2000003,Lotek,WHS4350S,L2022_2000003.R1.JST,8.1,A,,39.56516,-122.00173,39.56516,-122.00173,PST,03/07/2022 13:39,100,3/9/2022 12:46:00,5/18/2022 8:43:00,5.5,18.0,5.2,17.1,3,30,39.56516,-122.00173,3/9/2022 12:46:00,5/18/2022 8:43:00,Shore Cable,"AD, JW","AD, JW",RSM,100,USBR-CAT,CS,Test tag A376 applied and detected at start up 03/07/2022 13:56:09; Test tag A376 applied and detected prior to deployment 03/09/2022 12:40; Test tag A425 applied but not detected at recovery 05/18/2022 08:42; Test tag A425 applied and detected during po,,
BlwOrd,BlwOrd3,Y,N,USFWS,Poytress,361.729,S,2000043,Lotek,WHS4350S,L2022_2000043.R1.JST,8.6,A,,39.56522,-122.00167,39.56516,-122.00173,PST,12/13/2021 7:23,100,12/15/2021 9:56:00,3/9/2022 12:36:00,7.8,25.6,7.0,23.0,43,30,39.56516,-122.00173,12/15/2021 9:56:00,3/9/2022 12:36:00,Shore Cable,"DR, LL","LL, AD",RSM,100,USBR-CAT,CS,During startup Beacon Interval set to 30 sec and False Positive Filter set to On; batteries died 02/13/2022 after only 65 days; Test tag A3B5 detected at start up 12/13/2021 08:09 and prior to deployment 12/15/2021 09:52; receiver not flashing when recove,,
BlwOrd,BlwOrd4,Y,N,USFWS,Poytress,361.729,S,17031,ATS,SR3000,SR17031_220307_112859.csv,4.11,A,,39.56411,-121.99794,39.56411,-121.99794,PST,03/07/2022 11:28,100,3/9/2022 12:28:00,5/18/2022 8:28:00,4.6,15.1,4.3,14.1,,,39.56411,-121.99794,3/9/2022 12:28:00,5/18/2022 8:28:00,Shore Cable,"AD, JW","AD, JW",RSM,100,USBR-CAT,CS,Test tag A376 applied and detected at start up 03/07/2022 11:38; Test tag A376 applied and detected prior to deployment 03/09/2022 12:18; Test tag A425 applied and detected at recovery 05/18/2022 08:29; Test tag A425 applied and detected during post recov,,
BlwOrd,BlwOrd4,Y,N,USFWS,Poytress,361.729,S,18150,ATS,SR3001,SR18150_211207_092043.csv,6.23,A,,39.56417,-121.99792,39.56411,-121.99794,PST,12/07/2021 9:20,100,12/15/2021 9:46:00,3/9/2022 12:10:00,5.9,19.4,5.1,16.7,,,39.56411,-121.99794,12/15/2021 9:46:00,3/9/2022 12:10:00,Shore Cable,"DR, LL","AD, JW",RSM,100,USBR-CAT,CS,Test tag A3B5 applied and detected during start up 12/07/2022 09:36; Test tag A3B5 applied and detected prior to deployment 12/15/2021 09:43; Not flashing when recovered; Battery died 02/28/2022 08:41:15 - battery lasted 83 days;Tester battery used to che,,
BlwOrd,BlwOrd4,Y,N,USFWS,Poytress,361.729,S,21137,ATS,SR3001,SR21137_220518_062336.csv,6.49,A,,39.56419,-121.9979,39.56411,-121.99794,PST,05/18/2022 6:21,100,5/18/2022 8:38:00,7/14/2022 8:13:00,4.3,14.1,3.7,12.1,,,39.56411,-121.99794,5/18/2022 8:38:00,7/14/2022 8:13:00,Shore Cable,"AD, JW","AD, LL",RSM,100,USBR-CAT,CS,Test tag A425 applied and detected at start up 05/18/2022 06:40; Test tag A425 applied and detected prior to deployment 05/18/2022 08:32; Test tag A3EA was applied and detected during recovery 07/14/2022; Test tag A3EA applied and detected during post rec,,
Colusa AC3,AC3a,Y,N,USFWS,Poytress,331.158,S,16050,ATS,SR3000,16050___220314_132936.csv,4.09,A,,39.3609,-122.01366,39.361,-122.01392,PST,03/14/2022 13:29,100,3/15/2022 10:37:00,5/19/2022 10:45:00,3.5,11.5,2.6,8.5,,,39.361,-122.01392,3/15/2022 10:37:00,5/19/2022 10:45:00,Shore Cable,"DR, AH","LL, AD",RSM,100,USBR-CAT,CS,Test Tag A39A applied and detected at start up 3/14/22 13:40; Test tag A39A applied prior to deployment 3/15/22 10:23; Test tag A425 applied and detected at recovery 05/19/2022 10:49: Test tag A425 applied and detected during post recovery 05/24/2022 17:5,,
Colusa AC3,AC3a,Y,N,USFWS,Poytress,331.158,S,16069,ATS,SR3000,No Data,4.1,A,,39.36093,-122.0136,39.361,-122.01392,PST,12/13/2021 8:49,100,12/14/2021 10:07:00,3/15/2022 10:26:00,3.3,10.8,2.5,8.2,,,39.361,-122.01392,12/14/2021 10:07:00,3/15/2022 10:26:00,Shore Cable,"LL, DR","DR, AH",RSM,100,USBR-CAT,CS,Test tag A3B5 applied at start up 12/13/2021 09:04 but unknown if detected - did not run Real Time logging long enough to see test tag; Test tag A3B5 applied prior to deployment 12/14/2021 10:01 but unknown if detected; Receiver not flashing when recovere,,
Colusa AC3,AC3a,Y,N,USFWS,Poytress,331.158,S,19045,ATS,SR3001,SR19045_220516_104733.csv,6.49,A,,39.3609,-122.01366,39.361,-122.01392,PST,05/16/2022 10:48,100,5/19/2022 10:51:00,6/5/2022 10:23:00,1.8,5.9,1.2,3.9,,,39.361,-122.01392,5/19/2022 10:51:00,6/5/2022 10:23:00,Shore Cable,"AD, LL","AD, LL",RSM,100,USBR-CAT,CS,Test Tag A425 applied and detected at start up 05/16/2022 11:06; Test tag A425 applied and detected prior to deployment 05/19/22 10:47; Receiver found out of water; Test tag A3EA applied and detected at recovery (on shore) 07/22/2022 10:02; Review of temp,,
